timestamp,open,high,low,close,volume
2025-02-11 00:56:00,97816.2,97816.3,97816.2,97816.2,0.13633699
2025-02-11 00:57:00,97811.7,97825.2,97811.6,97825.1,0.14443978
2025-02-11 00:58:00,97821.0,97823.4,97820.9,97823.3,0.01096029
